Booking_ID,Hotel_Area,Hotel_Tier,Room_Type,Check_In,Check_Out,Nights,Rooms,ADR_INR,Booking_Status,Booking_Channel,Customer_Type,Estimated_Occupancy,Booking_Revenue_INR
DELJUL26-00203,Saket,Midscale,Suite,2026-07-21,2026-07-26,5,2,5762,Confirmed,Direct,Business,0.395,57618
DELJUL26-00204,South Delhi,Midscale,Standard,2026-07-08,2026-07-13,5,3,8900,Completed,Direct,Leisure,0.614,133494
DELJUL26-00205,Saket,Economy,Standard,2026-07-11,2026-07-13,2,1,5099,Completed,Agoda,Family,0.835,10198
DELJUL26-00206,Karol Bagh,Midscale,Deluxe,2026-07-06,2026-07-08,2,2,3858,Completed,Goibibo,Leisure,0.54,15431
DELJUL26-00207,Greater Kailash,Budget,Deluxe,2026-07-05,2026-07-09,4,3,4286,Completed,MakeMyTrip,Business,0.774,51432
DELJUL26-00208,Rohini,Economy,Standard,2026-07-04,2026-07-09,5,2,1551,Confirmed,Walk-in,Leisure,0.606,15508
DELJUL26-00209,Karol Bagh,Economy,Deluxe,2026-07-28,2026-07-30,2,2,1915,Confirmed,Booking.com,Business,0.491,7658
DELJUL26-00210,Greater Kailash,Midscale,Deluxe,2026-07-03,2026-07-07,4,3,6681,Confirmed,Direct,Couple,0.532,80175
DELJUL26-00211,Karol Bagh,Economy,Deluxe,2026-07-17,2026-07-18,1,2,3872,Completed,MakeMyTrip,Couple,0.532,7744
DELJUL26-00212,Greater Kailash,Upscale,Standard,2026-07-16,2026-07-19,3,1,6499,Completed,Booking.com,Leisure,0.795,19496
DELJUL26-00213,Greater Kailash,Economy,Deluxe,2026-07-02,2026-07-07,5,2,4121,Confirmed,Booking.com,Couple,0.471,41211
DELJUL26-00214,Saket,Budget,Deluxe,2026-07-27,2026-07-30,3,1,2318,Confirmed,Goibibo,Business,0.937,6953
DELJUL26-00215,Greater Kailash,Economy,Premium,2026-07-16,2026-07-20,4,3,5578,Completed,Booking.com,Family,0.762,66934
DELJUL26-00216,Karol Bagh,Budget,Deluxe,2026-07-04,2026-07-08,4,1,1446,Completed,Goibibo,Couple,0.591,5783
DELJUL26-00217,Aerocity,Midscale,Standard,2026-07-04,2026-07-08,4,3,10084,Completed,Goibibo,Leisure,0.949,121013
DELJUL26-00218,Aerocity,Upscale,Standard,2026-07-22,2026-07-26,4,1,18698,Confirmed,Agoda,Leisure,0.48,74793
DELJUL26-00219,Saket,Upscale,Standard,2026-07-20,2026-07-25,5,3,4660,Confirmed,Walk-in,Leisure,0.808,69903
DELJUL26-00220,Rohini,Economy,Standard,2026-07-13,2026-07-14,1,1,2086,Cancelled,Goibibo,Business,0.513,0
DELJUL26-00221,Connaught Place,Budget,Deluxe,2026-07-13,2026-07-18,5,3,4042,Confirmed,Booking.com,Leisure,0.676,60625
DELJUL26-00222,Saket,Upscale,Premium,2026-07-02,2026-07-07,5,2,8939,Completed,Goibibo,Leisure,0.383,89393
DELJUL26-00223,Greater Kailash,Budget,Suite,2026-07-01,2026-07-06,5,1,2724,Confirmed,MakeMyTrip,Family,0.858,13622
DELJUL26-00224,Karol Bagh,Economy,Deluxe,2026-07-17,2026-07-19,2,1,2868,Cancelled,MakeMyTrip,Leisure,0.57,0
DELJUL26-00225,Greater Kailash,Upscale,Deluxe,2026-07-12,2026-07-15,3,1,5743,Completed,MakeMyTrip,Family,0.701,17228
DELJUL26-00226,Paharganj,Economy,Deluxe,2026-07-08,2026-07-10,2,1,2150,Cancelled,Direct,Business,0.906,0
DELJUL26-00227,Lajpat Nagar,Budget,Standard,2026-07-12,2026-07-17,5,2,2967,Confirmed,Booking.com,Group,0.368,29669
DELJUL26-00228,Dwarka,Economy,Deluxe,2026-07-19,2026-07-22,3,1,2054,Completed,Goibibo,Leisure,0.931,6161
DELJUL26-00229,Dwarka,Midscale,Standard,2026-07-10,2026-07-12,2,3,3316,Confirmed,Direct,Family,0.665,19893
DELJUL26-00230,Connaught Place,Budget,Standard,2026-07-11,2026-07-15,4,3,5920,Completed,Direct,Family,0.818,71046
DELJUL26-00231,Saket,Midscale,Premium,2026-07-09,2026-07-10,1,2,3972,Confirmed,Goibibo,Couple,0.634,7944
DELJUL26-00232,Lajpat Nagar,Economy,Deluxe,2026-07-21,2026-07-23,2,1,2241,Completed,Walk-in,Leisure,0.84,4482
DELJUL26-00233,Aerocity,Economy,Standard,2026-07-02,2026-07-04,2,3,7152,Confirmed,Booking.com,Group,0.878,42912
DELJUL26-00234,Greater Kailash,Budget,Deluxe,2026-07-29,2026-07-31,2,3,3456,Confirmed,Direct,Business,0.579,20735
DELJUL26-00235,Saket,Upscale,Suite,2026-07-18,2026-07-21,3,1,7114,Completed,MakeMyTrip,Leisure,0.784,21341
DELJUL26-00236,Greater Kailash,Economy,Standard,2026-07-08,2026-07-09,1,1,5426,Completed,Direct,Couple,0.949,5426
DELJUL26-00237,South Delhi,Midscale,Suite,2026-07-24,2026-07-29,5,2,4719,Confirmed,Walk-in,Family,0.804,47193
DELJUL26-00238,Saket,Economy,Suite,2026-07-30,2026-08-02,3,1,5227,Confirmed,Agoda,Couple,0.924,15680
DELJUL26-00239,Paharganj,Budget,Deluxe,2026-07-02,2026-07-04,2,2,1654,Confirmed,Direct,Group,0.792,6615
DELJUL26-00240,South Delhi,Economy,Standard,2026-07-07,2026-07-08,1,2,5720,Confirmed,Direct,Business,0.548,11440
DELJUL26-00241,Connaught Place,Midscale,Standard,2026-07-05,2026-07-10,5,3,5691,Cancelled,Goibibo,Group,0.846,0
DELJUL26-00242,Dwarka,Economy,Standard,2026-07-03,2026-07-08,5,2,3199,Cancelled,MakeMyTrip,Group,0.75,0
DELJUL26-00243,Aerocity,Upscale,Standard,2026-07-23,2026-07-26,3,2,9908,Completed,Agoda,Family,0.37,59446
DELJUL26-00244,South Delhi,Upscale,Premium,2026-07-06,2026-07-08,2,2,11348,Completed,Walk-in,Couple,0.453,45391
DELJUL26-00245,South Delhi,Upscale,Premium,2026-07-12,2026-07-15,3,3,8910,Completed,MakeMyTrip,Leisure,0.507,80193
DELJUL26-00246,Aerocity,Midscale,Standard,2026-07-26,2026-07-31,5,3,10219,Cancelled,Agoda,Couple,0.796,0
DELJUL26-00247,Greater Kailash,Midscale,Standard,2026-07-19,2026-07-21,2,3,5561,Confirmed,Booking.com,Leisure,0.828,33366
DELJUL26-00248,Saket,Midscale,Deluxe,2026-07-22,2026-07-26,4,1,4225,Completed,Booking.com,Family,0.846,16899
DELJUL26-00249,Greater Kailash,Economy,Standard,2026-07-04,2026-07-09,5,2,4727,Confirmed,Walk-in,Couple,0.39,47270
DELJUL26-00250,Aerocity,Upscale,Deluxe,2026-07-31,2026-08-04,4,1,9250,Confirmed,Booking.com,Leisure,0.393,37000
DELJUL26-00251,Connaught Place,Upscale,Premium,2026-07-03,2026-07-08,5,2,9046,Completed,Direct,Family,0.53,90460
DELJUL26-00252,Saket,Economy,Standard,2026-07-23,2026-07-28,5,3,4749,Completed,Goibibo,Family,0.759,71229
DELJUL26-00253,Connaught Place,Upscale,Standard,2026-07-20,2026-07-21,1,1,13722,Confirmed,Goibibo,Business,0.855,13722
DELJUL26-00254,Paharganj,Upscale,Deluxe,2026-07-13,2026-07-15,2,1,2147,Confirmed,MakeMyTrip,Family,0.872,4293
DELJUL26-00255,South Delhi,Economy,Standard,2026-07-26,2026-07-27,1,2,7492,Confirmed,Direct,Group,0.475,14984
DELJUL26-00256,Connaught Place,Upscale,Premium,2026-07-28,2026-07-31,3,3,14242,Completed,Direct,Group,0.81,128175
DELJUL26-00257,South Delhi,Budget,Premium,2026-07-03,2026-07-06,3,3,4445,Confirmed,Agoda,Group,0.734,40005
DELJUL26-00258,Connaught Place,Budget,Standard,2026-07-30,2026-07-31,1,2,4670,Completed,Direct,Group,0.906,9341
DELJUL26-00259,Connaught Place,Economy,Deluxe,2026-07-08,2026-07-11,3,2,6425,Cancelled,Booking.com,Business,0.814,0
DELJUL26-00260,Dwarka,Midscale,Premium,2026-07-25,2026-07-26,1,1,3668,Confirmed,Agoda,Leisure,0.667,3668
DELJUL26-00261,Greater Kailash,Economy,Standard,2026-07-26,2026-07-29,3,2,5967,Completed,MakeMyTrip,Leisure,0.82,35800
DELJUL26-00262,Connaught Place,Luxury,Standard,2026-07-18,2026-07-20,2,1,21354,Completed,MakeMyTrip,Group,0.535,42708
DELJUL26-00263,Karol Bagh,Economy,Suite,2026-07-27,2026-08-01,5,1,1821,Completed,Walk-in,Business,0.822,9104
DELJUL26-00264,Rohini,Economy,Standard,2026-07-26,2026-07-30,4,2,1994,Cancelled,Agoda,Couple,0.819,0
DELJUL26-00265,Rohini,Midscale,Deluxe,2026-07-17,2026-07-21,4,1,1935,Confirmed,Agoda,Family,0.863,7739
DELJUL26-00266,Dwarka,Budget,Standard,2026-07-06,2026-07-11,5,2,2460,Completed,Booking.com,Couple,0.495,24601
DELJUL26-00267,Saket,Midscale,Standard,2026-07-14,2026-07-15,1,3,5052,Completed,Booking.com,Couple,0.859,15156
DELJUL26-00268,Paharganj,Economy,Premium,2026-07-28,2026-07-30,2,3,2193,Completed,Goibibo,Group,0.451,13161
DELJUL26-00269,South Delhi,Luxury,Deluxe,2026-07-07,2026-07-11,4,3,17785,Confirmed,Walk-in,Leisure,0.813,213417
DELJUL26-00270,Dwarka,Midscale,Deluxe,2026-07-31,2026-08-04,4,1,4606,Completed,Goibibo,Business,0.908,18425
DELJUL26-00271,Karol Bagh,Budget,Standard,2026-07-06,2026-07-07,1,3,1481,Confirmed,Agoda,Leisure,0.371,4443
DELJUL26-00272,Aerocity,Budget,Premium,2026-07-21,2026-07-23,2,3,6040,Confirmed,Booking.com,Business,0.726,36240
DELJUL26-00273,Connaught Place,Budget,Standard,2026-07-20,2026-07-22,2,2,5979,Confirmed,MakeMyTrip,Business,0.746,23914
DELJUL26-00274,Rohini,Luxury,Deluxe,2026-07-07,2026-07-08,1,1,3275,Confirmed,Goibibo,Group,0.839,3275
DELJUL26-00275,Saket,Midscale,Standard,2026-07-15,2026-07-19,4,3,7203,Cancelled,Goibibo,Couple,0.412,0
DELJUL26-00276,Saket,Economy,Deluxe,2026-07-05,2026-07-06,1,1,3424,Confirmed,Direct,Leisure,0.896,3424
DELJUL26-00277,Saket,Budget,Deluxe,2026-07-12,2026-07-17,5,2,3520,Completed,MakeMyTrip,Family,0.946,35201
DELJUL26-00278,Greater Kailash,Upscale,Standard,2026-07-30,2026-08-02,3,2,7581,Completed,Walk-in,Couple,0.753,45485
DELJUL26-00279,Aerocity,Budget,Deluxe,2026-07-02,2026-07-06,4,3,4664,Confirmed,Goibibo,Couple,0.608,55962
DELJUL26-00280,Aerocity,Midscale,Standard,2026-07-28,2026-07-31,3,3,8437,Completed,Agoda,Group,0.731,75933
DELJUL26-00281,Karol Bagh,Upscale,Deluxe,2026-07-22,2026-07-27,5,3,3003,Confirmed,Agoda,Business,0.383,45043
DELJUL26-00282,Saket,Economy,Deluxe,2026-07-24,2026-07-26,2,2,3225,Confirmed,Booking.com,Group,0.802,12900
DELJUL26-00283,South Delhi,Midscale,Premium,2026-07-09,2026-07-12,3,1,7697,Completed,Booking.com,Group,0.392,23092
DELJUL26-00284,Saket,Budget,Standard,2026-07-30,2026-07-31,1,3,2895,Confirmed,Goibibo,Business,0.544,8686
DELJUL26-00285,Saket,Economy,Standard,2026-07-08,2026-07-13,5,3,3540,Confirmed,MakeMyTrip,Couple,0.434,53099
DELJUL26-00286,Rohini,Luxury,Standard,2026-07-16,2026-07-19,3,2,6317,Completed,Walk-in,Couple,0.786,37903
DELJUL26-00287,Connaught Place,Midscale,Standard,2026-07-02,2026-07-03,1,2,9530,Confirmed,Booking.com,Group,0.707,19060
DELJUL26-00288,Dwarka,Upscale,Deluxe,2026-07-28,2026-08-02,5,3,5586,Confirmed,MakeMyTrip,Leisure,0.77,83790
DELJUL26-00289,Dwarka,Midscale,Standard,2026-07-22,2026-07-27,5,1,5423,Completed,Direct,Business,0.389,27113
DELJUL26-00290,Saket,Budget,Standard,2026-07-06,2026-07-07,1,3,2778,Completed,MakeMyTrip,Group,0.572,8335
DELJUL26-00291,Lajpat Nagar,Midscale,Standard,2026-07-21,2026-07-26,5,2,5239,Cancelled,Goibibo,Leisure,0.594,0
DELJUL26-00292,Karol Bagh,Midscale,Deluxe,2026-07-06,2026-07-10,4,3,2156,Completed,Agoda,Family,0.711,25871
DELJUL26-00293,Rohini,Budget,Deluxe,2026-07-14,2026-07-16,2,1,1883,Confirmed,Walk-in,Business,0.411,3765
DELJUL26-00294,Paharganj,Economy,Standard,2026-07-16,2026-07-20,4,2,2409,Confirmed,Direct,Couple,0.738,19268
DELJUL26-00295,Dwarka,Midscale,Suite,2026-07-29,2026-08-02,4,1,4304,Confirmed,Walk-in,Family,0.587,17216
DELJUL26-00296,Dwarka,Midscale,Standard,2026-07-11,2026-07-14,3,2,4095,Confirmed,Agoda,Group,0.894,24568
DELJUL26-00297,Lajpat Nagar,Budget,Deluxe,2026-07-01,2026-07-05,4,2,2680,Completed,Booking.com,Leisure,0.62,21438
DELJUL26-00298,Saket,Upscale,Standard,2026-07-14,2026-07-15,1,3,6148,Completed,Booking.com,Family,0.411,18443
DELJUL26-00299,Karol Bagh,Economy,Premium,2026-07-29,2026-08-03,5,3,3131,Confirmed,Agoda,Family,0.412,46965
DELJUL26-00300,Aerocity,Economy,Standard,2026-07-25,2026-07-30,5,2,9074,Confirmed,Agoda,Family,0.503,90745
DELJUL26-00301,Paharganj,Budget,Suite,2026-07-02,2026-07-04,2,2,2359,Confirmed,Booking.com,Leisure,0.494,9435
DELJUL26-00302,Lajpat Nagar,Upscale,Deluxe,2026-07-02,2026-07-05,3,2,5619,Completed,MakeMyTrip,Family,0.828,33716
DELJUL26-00303,Aerocity,Economy,Deluxe,2026-07-24,2026-07-26,2,2,4868,Confirmed,Walk-in,Group,0.783,19471
DELJUL26-00304,Lajpat Nagar,Economy,Deluxe,2026-07-23,2026-07-25,2,3,2875,Completed,Direct,Couple,0.396,17249
DELJUL26-00305,Dwarka,Budget,Standard,2026-07-18,2026-07-20,2,2,1464,Confirmed,Goibibo,Leisure,0.861,5855
DELJUL26-00306,Connaught Place,Midscale,Standard,2026-07-03,2026-07-08,5,2,5571,Confirmed,Walk-in,Couple,0.408,55713
DELJUL26-00307,Paharganj,Upscale,Premium,2026-07-09,2026-07-13,4,1,3539,Completed,Direct,Group,0.821,14158
DELJUL26-00308,Dwarka,Economy,Premium,2026-07-27,2026-08-01,5,2,3711,Completed,Goibibo,Group,0.417,37106
DELJUL26-00309,Paharganj,Luxury,Standard,2026-07-05,2026-07-09,4,2,4548,Confirmed,Goibibo,Leisure,0.576,36387
DELJUL26-00310,Connaught Place,Budget,Standard,2026-07-07,2026-07-11,4,3,2877,Cancelled,Booking.com,Leisure,0.801,0
DELJUL26-00311,South Delhi,Budget,Standard,2026-07-15,2026-07-16,1,1,2488,Completed,Goibibo,Leisure,0.502,2488
DELJUL26-00312,South Delhi,Midscale,Deluxe,2026-07-23,2026-07-28,5,2,9233,Completed,Agoda,Business,0.418,92333
DELJUL26-00313,Connaught Place,Midscale,Deluxe,2026-07-26,2026-07-30,4,2,7753,Completed,Booking.com,Group,0.822,62023
DELJUL26-00314,Karol Bagh,Economy,Deluxe,2026-07-19,2026-07-20,1,2,1612,Completed,MakeMyTrip,Family,0.765,3224
DELJUL26-00315,Karol Bagh,Midscale,Standard,2026-07-16,2026-07-17,1,1,2079,Completed,Goibibo,Group,0.885,2079
DELJUL26-00316,South Delhi,Economy,Premium,2026-07-12,2026-07-16,4,1,5099,Cancelled,Direct,Leisure,0.735,0
DELJUL26-00317,Greater Kailash,Midscale,Standard,2026-07-02,2026-07-04,2,2,6148,Confirmed,Booking.com,Couple,0.394,24593
DELJUL26-00318,Greater Kailash,Midscale,Standard,2026-07-09,2026-07-11,2,3,7708,Confirmed,Goibibo,Couple,0.733,46246
DELJUL26-00319,Rohini,Luxury,Premium,2026-07-07,2026-07-09,2,1,5171,Completed,MakeMyTrip,Group,0.844,10341
DELJUL26-00320,Greater Kailash,Economy,Deluxe,2026-07-02,2026-07-07,5,2,6521,Cancelled,Walk-in,Family,0.4,0
DELJUL26-00321,Paharganj,Midscale,Deluxe,2026-07-24,2026-07-26,2,3,2027,Confirmed,Walk-in,Couple,0.431,12162
DELJUL26-00322,Connaught Place,Midscale,Premium,2026-07-11,2026-07-13,2,3,8319,Completed,Booking.com,Leisure,0.757,49915
DELJUL26-00323,South Delhi,Economy,Standard,2026-07-16,2026-07-18,2,3,2802,Confirmed,Walk-in,Group,0.825,16814
DELJUL26-00324,Rohini,Economy,Standard,2026-07-07,2026-07-08,1,1,3052,Completed,Walk-in,Couple,0.562,3052
DELJUL26-00325,Rohini,Luxury,Standard,2026-07-19,2026-07-20,1,1,8288,Confirmed,MakeMyTrip,Couple,0.791,8288
DELJUL26-00326,Karol Bagh,Budget,Standard,2026-07-05,2026-07-08,3,3,2587,Completed,Goibibo,Business,0.45,23280
DELJUL26-00327,Karol Bagh,Upscale,Deluxe,2026-07-22,2026-07-23,1,3,5256,Cancelled,Booking.com,Leisure,0.616,0
DELJUL26-00328,Aerocity,Budget,Deluxe,2026-07-23,2026-07-27,4,2,4109,Confirmed,Direct,Couple,0.799,32874
DELJUL26-00329,Connaught Place,Upscale,Standard,2026-07-10,2026-07-13,3,3,14168,Confirmed,Booking.com,Couple,0.469,127509
DELJUL26-00330,Dwarka,Budget,Premium,2026-07-07,2026-07-10,3,2,2159,Confirmed,Agoda,Leisure,0.559,12955
DELJUL26-00331,Dwarka,Luxury,Standard,2026-07-25,2026-07-27,2,3,5515,Completed,Goibibo,Group,0.727,33087
DELJUL26-00332,Paharganj,Midscale,Standard,2026-07-07,2026-07-11,4,3,2605,Completed,MakeMyTrip,Leisure,0.558,31257
DELJUL26-00333,Paharganj,Budget,Standard,2026-07-06,2026-07-09,3,3,1245,Confirmed,MakeMyTrip,Couple,0.874,11208
DELJUL26-00334,Lajpat Nagar,Midscale,Deluxe,2026-07-11,2026-07-12,1,2,4467,Cancelled,Agoda,Leisure,0.924,0
DELJUL26-00335,Saket,Midscale,Standard,2026-07-30,2026-08-02,3,1,6444,Completed,Agoda,Couple,0.735,19332
DELJUL26-00336,Lajpat Nagar,Economy,Suite,2026-07-15,2026-07-16,1,3,2951,Confirmed,Goibibo,Family,0.819,8853
DELJUL26-00337,Rohini,Economy,Premium,2026-07-09,2026-07-12,3,2,2738,Completed,Goibibo,Business,0.894,16426
DELJUL26-00338,Paharganj,Midscale,Premium,2026-07-16,2026-07-19,3,2,2056,Confirmed,Direct,Couple,0.771,12334
DELJUL26-00339,Karol Bagh,Midscale,Deluxe,2026-07-11,2026-07-14,3,2,3242,Confirmed,MakeMyTrip,Group,0.814,19452
DELJUL26-00340,Rohini,Economy,Deluxe,2026-07-21,2026-07-23,2,1,1638,Cancelled,Direct,Couple,0.398,0
DELJUL26-00341,South Delhi,Upscale,Premium,2026-07-14,2026-07-17,3,2,11468,Confirmed,Agoda,Couple,0.844,68807
DELJUL26-00342,Karol Bagh,Economy,Deluxe,2026-07-19,2026-07-23,4,2,2491,Completed,MakeMyTrip,Leisure,0.515,19931
DELJUL26-00343,South Delhi,Budget,Standard,2026-07-14,2026-07-19,5,2,3980,Completed,Booking.com,Group,0.392,39803
DELJUL26-00344,Dwarka,Midscale,Standard,2026-07-15,2026-07-20,5,3,2692,Completed,MakeMyTrip,Family,0.704,40375
DELJUL26-00345,Rohini,Budget,Premium,2026-07-14,2026-07-15,1,3,1124,Completed,MakeMyTrip,Leisure,0.486,3372
DELJUL26-00346,Karol Bagh,Economy,Standard,2026-07-13,2026-07-17,4,2,2915,Completed,Walk-in,Family,0.398,23320
DELJUL26-00347,Rohini,Midscale,Premium,2026-07-30,2026-07-31,1,1,2261,Completed,Booking.com,Couple,0.716,2261
DELJUL26-00348,Rohini,Economy,Suite,2026-07-09,2026-07-12,3,3,1586,Completed,Agoda,Couple,0.409,14271
DELJUL26-00349,Connaught Place,Budget,Standard,2026-07-25,2026-07-29,4,3,4502,Completed,Booking.com,Family,0.882,54021
DELJUL26-00350,Connaught Place,Midscale,Standard,2026-07-23,2026-07-26,3,1,7192,Cancelled,Agoda,Business,0.932,0
DELJUL26-00351,Dwarka,Midscale,Standard,2026-07-17,2026-07-22,5,3,3552,Confirmed,Goibibo,Business,0.793,53278
DELJUL26-00352,Aerocity,Upscale,Standard,2026-07-10,2026-07-15,5,2,14776,Confirmed,Goibibo,Couple,0.523,147762
DELJUL26-00353,Karol Bagh,Midscale,Deluxe,2026-07-15,2026-07-20,5,3,4006,Confirmed,Agoda,Group,0.688,60087
DELJUL26-00354,Saket,Economy,Standard,2026-07-27,2026-07-31,4,3,3537,Confirmed,Direct,Couple,0.369,42441
DELJUL26-00355,Rohini,Economy,Standard,2026-07-06,2026-07-10,4,3,2938,Confirmed,Agoda,Couple,0.723,35258
DELJUL26-00356,Rohini,Upscale,Deluxe,2026-07-19,2026-07-24,5,3,5425,Confirmed,Agoda,Couple,0.508,81375
DELJUL26-00357,Connaught Place,Budget,Standard,2026-07-24,2026-07-26,2,1,4167,Confirmed,Booking.com,Family,0.623,8334
DELJUL26-00358,Lajpat Nagar,Budget,Standard,2026-07-20,2026-07-22,2,1,1823,Completed,Direct,Family,0.457,3645
DELJUL26-00359,Aerocity,Upscale,Standard,2026-07-05,2026-07-07,2,1,16835,Completed,Agoda,Family,0.942,33670
DELJUL26-00360,Greater Kailash,Midscale,Premium,2026-07-16,2026-07-20,4,1,6417,Confirmed,Direct,Leisure,0.474,25667
DELJUL26-00361,Lajpat Nagar,Midscale,Standard,2026-07-06,2026-07-08,2,2,3817,Completed,Goibibo,Family,0.6,15267
DELJUL26-00362,Lajpat Nagar,Budget,Standard,2026-07-29,2026-07-30,1,1,2497,Completed,Booking.com,Leisure,0.503,2497
DELJUL26-00363,Karol Bagh,Budget,Standard,2026-07-11,2026-07-15,4,2,1567,Completed,Agoda,Group,0.675,12538
DELJUL26-00364,Lajpat Nagar,Economy,Deluxe,2026-07-14,2026-07-18,4,1,1895,Confirmed,Walk-in,Group,0.893,7579
DELJUL26-00365,Connaught Place,Midscale,Deluxe,2026-07-27,2026-07-30,3,1,7442,Confirmed,Walk-in,Family,0.448,22327
DELJUL26-00366,Dwarka,Economy,Standard,2026-07-14,2026-07-19,5,3,2150,Confirmed,Agoda,Couple,0.434,32249
DELJUL26-00367,Saket,Budget,Deluxe,2026-07-07,2026-07-11,4,3,2839,Completed,Goibibo,Leisure,0.394,34064
DELJUL26-00368,Paharganj,Budget,Deluxe,2026-07-28,2026-08-02,5,2,1638,Completed,Direct,Family,0.704,16384
DELJUL26-00369,Aerocity,Midscale,Premium,2026-07-21,2026-07-23,2,2,11272,Completed,Walk-in,Group,0.711,45088
DELJUL26-00370,Greater Kailash,Midscale,Deluxe,2026-07-19,2026-07-20,1,1,3770,Completed,Walk-in,Family,0.843,3770
DELJUL26-00371,Paharganj,Budget,Deluxe,2026-07-03,2026-07-05,2,2,1829,Completed,Direct,Group,0.852,7314
DELJUL26-00372,South Delhi,Budget,Standard,2026-07-14,2026-07-19,5,3,3174,Cancelled,Agoda,Leisure,0.411,0
DELJUL26-00373,Saket,Economy,Standard,2026-07-15,2026-07-20,5,2,2316,Completed,Direct,Group,0.896,23156
DELJUL26-00374,Paharganj,Budget,Premium,2026-07-09,2026-07-10,1,3,1279,Completed,Goibibo,Business,0.848,3838
DELJUL26-00375,Lajpat Nagar,Midscale,Standard,2026-07-18,2026-07-23,5,2,2738,Confirmed,Booking.com,Leisure,0.738,27377
DELJUL26-00376,Aerocity,Budget,Standard,2026-07-08,2026-07-11,3,2,4424,Completed,Direct,Couple,0.558,26543
DELJUL26-00377,Greater Kailash,Midscale,Deluxe,2026-07-15,2026-07-20,5,3,5856,Confirmed,Booking.com,Couple,0.797,87843
DELJUL26-00378,Greater Kailash,Upscale,Premium,2026-07-25,2026-07-29,4,3,7330,Confirmed,Booking.com,Leisure,0.722,87963
DELJUL26-00379,Paharganj,Luxury,Standard,2026-07-23,2026-07-24,1,1,5777,Completed,MakeMyTrip,Business,0.562,5777
DELJUL26-00380,Karol Bagh,Luxury,Premium,2026-07-09,2026-07-12,3,2,4159,Confirmed,Booking.com,Group,0.358,24955
DELJUL26-00381,Aerocity,Economy,Standard,2026-07-07,2026-07-08,1,3,5269,Confirmed,MakeMyTrip,Leisure,0.705,15806
DELJUL26-00382,Rohini,Budget,Premium,2026-07-01,2026-07-03,2,1,1165,Completed,Goibibo,Leisure,0.696,2331
DELJUL26-00383,Rohini,Economy,Premium,2026-07-11,2026-07-15,4,3,2134,Confirmed,MakeMyTrip,Group,0.443,25610
DELJUL26-00384,Karol Bagh,Midscale,Deluxe,2026-07-01,2026-07-05,4,3,3465,Confirmed,Goibibo,Couple,0.894,41576
DELJUL26-00385,Aerocity,Budget,Premium,2026-07-04,2026-07-08,4,1,6371,Confirmed,MakeMyTrip,Family,0.446,25485
DELJUL26-00386,Connaught Place,Economy,Suite,2026-07-31,2026-08-04,4,1,4923,Cancelled,Booking.com,Business,0.522,0
DELJUL26-00387,Aerocity,Economy,Premium,2026-07-27,2026-07-28,1,3,5073,Confirmed,Direct,Group,0.573,15220
DELJUL26-00388,Lajpat Nagar,Budget,Deluxe,2026-07-18,2026-07-21,3,3,2697,Confirmed,Booking.com,Group,0.76,24272
DELJUL26-00389,Lajpat Nagar,Midscale,Standard,2026-07-25,2026-07-28,3,3,3158,Completed,Booking.com,Leisure,0.399,28420
DELJUL26-00390,Connaught Place,Midscale,Standard,2026-07-16,2026-07-19,3,2,5249,Confirmed,Goibibo,Group,0.771,31497
DELJUL26-00391,Greater Kailash,Midscale,Standard,2026-07-19,2026-07-21,2,1,5028,Completed,Goibibo,Family,0.599,10055
DELJUL26-00392,Connaught Place,Upscale,Deluxe,2026-07-29,2026-08-02,4,3,16127,Confirmed,Walk-in,Business,0.46,193525
DELJUL26-00393,Paharganj,Budget,Standard,2026-07-03,2026-07-07,4,1,1519,Cancelled,Booking.com,Business,0.417,0
DELJUL26-00394,Dwarka,Budget,Premium,2026-07-11,2026-07-14,3,1,1964,Completed,Direct,Family,0.597,5891
DELJUL26-00395,Greater Kailash,Economy,Standard,2026-07-04,2026-07-05,1,3,6951,Confirmed,Agoda,Family,0.618,20853
DELJUL26-00396,Lajpat Nagar,Midscale,Standard,2026-07-25,2026-07-26,1,2,2840,Confirmed,Agoda,Group,0.432,5680
DELJUL26-00397,Aerocity,Midscale,Standard,2026-07-26,2026-07-28,2,3,11961,Confirmed,Booking.com,Leisure,0.639,71768
DELJUL26-00398,Connaught Place,Budget,Standard,2026-07-23,2026-07-26,3,3,3286,Confirmed,Walk-in,Couple,0.651,29572
DELJUL26-00399,Karol Bagh,Luxury,Standard,2026-07-19,2026-07-24,5,3,8576,Confirmed,Goibibo,Leisure,0.939,128646
DELJUL26-00400,Paharganj,Economy,Deluxe,2026-07-15,2026-07-19,4,3,1808,Cancelled,Agoda,Leisure,0.778,0
DELJUL26-00401,Rohini,Economy,Standard,2026-07-01,2026-07-04,3,2,1830,Confirmed,MakeMyTrip,Business,0.357,10981
DELJUL26-00402,Greater Kailash,Midscale,Premium,2026-07-25,2026-07-27,2,3,9241,Confirmed,MakeMyTrip,Couple,0.636,55443
DELJUL26-00403,Paharganj,Luxury,Standard,2026-07-28,2026-07-29,1,3,4187,Confirmed,MakeMyTrip,Business,0.363,12562
DELJUL26-00404,Rohini,Midscale,Deluxe,2026-07-30,2026-07-31,1,1,4538,Completed,Agoda,Business,0.657,4538
